filepath,label,language,speaker,source,tool,condition,split,utt_id,score
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0000.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0000,0.9999570846557617
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0001.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0001,0.9999285936355591
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0002.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0002,0.9997504353523254
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0000.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0000,0.9999608993530273
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0000.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0000,0.9999561309814453
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0001.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0001,0.9999356269836426
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0000.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0000,0.9998875856399536
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0000.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0000,0.999941349029541
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0001.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0001,0.9999456405639648
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0000.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0000,0.9999419450759888
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0001.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0001,0.9999563694000244
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0001.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0001,0.99957674741745
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0001.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0001,0.9999330043792725
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0002.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0002,0.9999576807022095
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0002.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0002,0.9998111128807068
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0000.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0000,0.9999403953552246
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0001.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0001,0.99996018409729
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0001.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0001,0.9999061822891235
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0001.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0001,0.9999452829360962
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0002.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0002,0.999933123588562
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0002.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0002,0.9999030828475952
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0000.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0000,0.9999381303787231
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0000.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0000,0.9999220371246338
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0002.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0002,0.9999551773071289
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0000.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0000,0.9999574422836304
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0001.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0001,0.999961256980896
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0001.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0001,0.999940037727356
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0000.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0000,0.9999266862869263
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0001.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0001,0.9999637603759766
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0002.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0002,0.9998169541358948
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0000.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0000,0.9999285936355591
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0003.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0003,0.9939903020858765
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0001.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0001,0.9999444484710693
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0003.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0003,0.9999245405197144
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0002.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0002,0.9999245405197144
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0002.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0002,0.9999569654464722
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0002.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0002,0.999940037727356
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0000.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0000,0.9999548196792603
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0001.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0001,0.9999637603759766
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0002.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0002,0.9999140501022339
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0002.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0002,0.9999397993087769
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0003.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0003,0.9998928308486938
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0001.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0001,0.9999557733535767
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0002.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0002,0.9999294281005859
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0002.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0002,0.9999477863311768
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0001.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0001,0.9999419450759888
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0004.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0004,0.9998757839202881
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0001.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0001,0.9998706579208374
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0002.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0002,0.9999599456787109
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0003.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0003,0.9999274015426636
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0000.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0000,0.9999425411224365
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0001.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0001,0.9999383687973022
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0001.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0001,0.9999097585678101
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0003.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0003,0.9999511241912842
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0004.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0004,0.9999233484268188
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0001.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0001,0.9999616146087646
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0003.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0003,0.9998881816864014
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0002.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0002,0.9999257326126099
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0005.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0005,0.999922513961792
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0002.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0002,0.9999144077301025
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0003.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0003,0.9999363422393799
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0006.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0006,0.9998131394386292
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0004.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0004,0.9998960494995117
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0005.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0005,0.9997594952583313
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0004.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0004,0.9999464750289917
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0004.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0004,0.9998983144760132
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0000.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0000,0.999954342842102
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0003.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0003,0.999690055847168
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0002.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0002,0.9999227523803711
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0005.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0005,0.9999493360519409
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0002.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0002,0.9999511241912842
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0003.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0003,0.999969482421875
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0003.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0003,0.9999514818191528
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0003.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0003,0.9999575614929199
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0003.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0003,0.9999489784240723
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0006.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0006,0.9999312162399292
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0001.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0001,0.999935507774353
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0007.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0007,0.9999397993087769
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0002.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0002,0.9999370574951172
${DATA_ROOT}/clips/539226_vZGSoJPH1tbvsyCa_0000.wav,bonafide,hi-en,539226,mucs2021,none,clean,eval,539226_vZGSoJPH1tbvsyCa_0000,0.9999645948410034
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0003.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0003,0.9999513626098633
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0003.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0003,0.999935507774353
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0004.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0004,0.9999328851699829
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0004.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0004,0.9999157190322876
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0004.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0004,0.9999443292617798
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0007.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0007,0.9999591112136841
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0003.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0003,0.9999555349349976
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0003.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0003,0.999945878982544
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0005.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0005,0.9999098777770996
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0005.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0005,0.9999024868011475
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0004.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0004,0.999916672706604
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0001.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0001,0.9999494552612305
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0008.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0008,0.9999587535858154
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0006.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0006,0.9999265670776367
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0002.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0002,0.999957799911499
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0003.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0003,0.9998130202293396
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0003.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0003,0.9997329115867615
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0002.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0002,0.9999003410339355
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0004.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0004,0.9999490976333618
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0003.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0003,0.9999278783798218
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0004.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0004,0.9999380111694336
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0005.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0005,0.9999483823776245
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0005.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0005,0.9999324083328247
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0006.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0006,0.9999599456787109
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0005.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0005,0.9999518394470215
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0004.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0004,0.9998865127563477
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0004.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0004,0.9999098777770996
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0002.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0002,0.9999538660049438
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0007.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0007,0.9999477863311768
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0009.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0009,0.9999568462371826
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0006.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0006,0.99994957447052
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0006.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0006,0.9994041919708252
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0007.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0007,0.9998001456260681
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0005.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0005,0.9999643564224243
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0004.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0004,0.9999531507492065
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0007.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0007,0.9999619722366333
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0005.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0005,0.9999494552612305
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0005.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0005,0.9999547004699707
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0004.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0004,0.9999531507492065
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0004.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0004,0.9999279975891113
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0008.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0008,0.999925971031189
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0005.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0005,0.9998213648796082
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0005.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0005,0.9999384880065918
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0005.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0005,0.9999305009841919
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0010.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0010,0.9999418258666992
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0011.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0011,0.9999431371688843
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0003.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0003,0.9998506307601929
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0007.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0007,0.9999603033065796
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0008.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0008,0.9998680353164673
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0012.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0012,0.9999330043792725
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0004.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0004,0.9999511241912842
