filepath,label,language,speaker,source,tool,condition,utt_id,split
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0023.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0023,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0024.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0024,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0025.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0025,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0026.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0026,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0027.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0027,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0028.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0028,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0029.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0029,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0030.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0030,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0031.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0031,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0032.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0032,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0033.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0033,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0034.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0034,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0035.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0035,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0036.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0036,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0037.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0037,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0038.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0038,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0039.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0039,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0040.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0040,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0041.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0041,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0042.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0042,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0043.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0043,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0044.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0044,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0045.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0045,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0046.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0046,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0047.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0047,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0048.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0048,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0049.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0049,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0050.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0050,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0051.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0051,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0052.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0052,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0053.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0053,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0054.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0054,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0055.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0055,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0056.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0056,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0057.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0057,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0058.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0058,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0059.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0059,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0060.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0060,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0061.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0061,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0062.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0062,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0063.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0063,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0064.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0064,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0065.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0065,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0066.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0066,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0067.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0067,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0068.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0068,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0069.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0069,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0070.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0070,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0071.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0071,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0072.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0072,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0073.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0073,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0074.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0074,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0075.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0075,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0076.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0076,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0077.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0077,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0078.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0078,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0079.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0079,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0080.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0080,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0081.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0081,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0082.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0082,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0083.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0083,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0084.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0084,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0085.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0085,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0086.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0086,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0087.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0087,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0088.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0088,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0089.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0089,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0090.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0090,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0091.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0091,train
${DATA_ROOT}/clips/126393_rSn8GnGA2xpKk7qD_0092.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0092,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0000.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0000,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0001.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0001,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0002.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0002,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0003.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0003,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0004.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0004,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0005.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0005,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0006.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0006,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0007.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0007,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0008.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0008,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0009.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0009,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0010.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0010,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0011.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0011,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0012.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0012,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0013.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0013,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0014.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0014,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0015.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0015,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0016.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0016,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0017.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0017,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0018.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0018,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0019.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0019,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0020.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0020,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0021.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0021,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0022.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0022,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0023.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0023,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0024.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0024,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0025.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0025,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0026.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0026,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0027.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0027,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0028.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0028,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0029.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0029,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0030.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0030,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0031.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0031,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0032.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0032,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0033.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0033,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0034.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0034,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0035.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0035,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0036.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0036,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0037.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0037,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0038.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0038,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0039.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0039,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0040.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0040,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0041.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0041,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0042.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0042,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0043.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0043,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0044.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0044,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0045.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0045,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0046.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0046,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0047.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0047,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0048.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0048,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0049.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0049,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0050.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0050,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0051.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0051,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0052.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0052,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0053.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0053,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0054.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0054,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0055.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0055,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0056.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0056,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0057.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0057,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0058.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0058,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0059.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0059,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0060.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0060,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0061.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0061,train
${DATA_ROOT}/clips/201350_lPOyV7bzJHSRLOWi_0062.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0062,train
