job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
31,scale_hi,322882,train,refs/322882.wav,yahaan arrow styles ke neeche aap style named field dekhenge,यहाँ arrow styles के नीचे आप style named field देखेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_322882_00031.wav,4031
32,scale_hi,413057,train,refs/413057.wav,aap do dropdown boxes dekhte hain pratyek line ke antabhaag ke lie ek,आप दो dropdown boxes देखते हैं प्रत्येक line के अंतभाग के लिए एक,mixed,hi,xtts_v2,outputs/xtts_v2_413057_00032.wav,4032
33,scale_hi,445718,train,refs/445718.wav,baayen dropdown box par click karen aur arrow chunen,बायें dropdown box पर click करें और arrow चुनें,mixed,hi,xtts_v2,outputs/xtts_v2_445718_00033.wav,4033
34,scale_hi,457295,train,refs/457295.wav,dhyaan den ki ek teersheersh line ke ant bhaag men jur gayaa hai,ध्यान दें कि एक तीरशीर्ष line के अंत भाग में जुड़ गया है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_457295_00034.wav,4034
35,scale_hi,539226,train,refs/539226.wav,ham lines and arrows option kaa upyog karke bhee arrows banaa sakte hain,हम lines and arrows option का उपयोग करके भी arrows बना सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_539226_00035.wav,4035
36,scale_hi,539354,train,refs/539354.wav,ab is arrow ke aage do aur arrow banaaen,अब इस arrow के आगे दो और arrow बनाएँ,mixed,hi,xtts_v2,outputs/xtts_v2_539354_00036.wav,4036
37,scale_hi,541304,train,refs/541304.wav,drawing toolbar se>> lines and arrows par click karen aur line starts with arrow chunen,drawing toolbar से>> lines and arrows पर click करें और line starts with arrow चुनें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_541304_00037.wav,4037
38,scale_hi,584991,train,refs/584991.wav,cursor ko draw pej par sthanaantarit karen,cursor को draw पेज पर स्थनांतरित करें,mixed,hi,xtts_v2,outputs/xtts_v2_584991_00038.wav,4038
39,scale_hi,634568,train,refs/634568.wav,mouse ke baayen button ko pakarkar rakhen aur oopar se neeche drag karen,mouse के बायें button को पकड़कर रखें और ऊपर से नीचे drag करें,mixed,hi,xtts_v2,outputs/xtts_v2_634568_00039.wav,4039
40,scale_hi,705494,train,refs/705494.wav,is tarah ke arrow banaanaa aasaan hai kyo aisaa naheen hai,इस तरह के arrow बनाना आसान है क्यो ऐसा नहीं है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_705494_00040.wav,4040
41,scale_hi,797767,train,refs/797767.wav,is tutorial ko roken aur is niyatkaary ko karen,इस tutorial को रोकें और इस नियतकार्य को करें,mixed,hi,xtts_v2,outputs/xtts_v2_797767_00041.wav,4041
42,scale_hi,850754,train,refs/850754.wav,apnee file mywatercycle men ek line banaaen,अपनी file mywatercycle में एक line बनाएँ,mixed,hi,xtts_v2,outputs/xtts_v2_850754_00042.wav,4042
43,scale_hi,870582,train,refs/870582.wav,line properties field men lines ke lie staail rang chauraaee aur paardarshitaa badlen,line properties field में lines के लिए स्टाइल रंग चौड़ाई और पारदर्शिता बदलें,mixed,hi,xtts_v2,outputs/xtts_v2_870582_00043.wav,4043
44,scale_hi,876898,train,refs/876898.wav,arrow styles field men arrow kee staail badlen,arrow styles field में arrow की स्टाइल बदलें,mixed,hi,xtts_v2,outputs/xtts_v2_876898_00044.wav,4044
45,scale_hi,893273,train,refs/893273.wav,drawing toolbar par jaaen aur stars ke go chhote kaale trikon par click karen,drawing toolbar पर जाएँ और stars के go छोटे काले त्रिकोण पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_893273_00045.wav,4045
46,scale_hi,903756,train,refs/903756.wav,mouse ke baayen button ko pakarkar rakhen aur baayeen or drag karen,mouse के बायें button को पकड़कर रखें और बायीं ओर drag करें,mixed,hi,xtts_v2,outputs/xtts_v2_903756_00046.wav,4046
47,scale_hi,912184,train,refs/912184.wav,ab seekhte hain ki objects ko dileet aur sthaanaantarit kaise karen,अब सीखते हैं कि objects को डिलीट और स्थानांतरित कैसे करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_912184_00047.wav,4047
48,scale_hi,975912,train,refs/975912.wav,ek object ko sthaanaantarit karne ke lie ise chunen aur ise ichchhit sthaan par drag karen,एक object को स्थानांतरित करने के लिए इसे चुनें और इसे इच्छित स्थान पर drag करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_975912_00048.wav,4048
49,scale_hi,987461,train,refs/987461.wav,aap object ko sthaanaantarit karne ke lie keyboard par ap down aur side arrow kaa upyog bhee kar sakte hain,आप object को स्थानांतरित करने के लिए keyboard पर अप down और side arrow का उपयोग भी कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_987461_00049.wav,4049
50,scale_hi,996368,train,refs/996368.wav,objects ko sthaanaantarit karnaa aasaan hai kyaa aisaa naheen hai,objects को स्थानांतरित करना आसान है क्या ऐसा नहीं है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_996368_00050.wav,4050
51,scale_hi,106718,train,refs/106718.wav,ek object ko dileet karne ke lie ise chunen aur phir keyboard par delete kee dabaaen,एक object को डिलीट करने के लिए इसे चुनें और फिर keyboard पर delete की दबाएँ,mixed,hi,xtts_v2,outputs/xtts_v2_106718_00051.wav,4051
52,scale_hi,142970,train,refs/142970.wav,object dileet ho gayaa hai the yah isn naheen hai,object डिलीट हो गया है the यह isn नहीं है,mixed,hi,xtts_v2,outputs/xtts_v2_142970_00052.wav,4052
53,scale_hi,177570,train,refs/177570.wav,ab buniyaadee sahaayakruler aur align toolbar ke baare men seekhte hain,अब बुनियादी सहायकruler और align toolbar के बारे में सीखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_177570_00053.wav,4053
54,scale_hi,186783,train,refs/186783.wav,ruler pej ke margins haashiyaa ke setap aur maap kee ikaaiyon ko badalne ke lie upyogit hai,ruler पेज के margins हाशिया के सेटअप और माप की इकाइयों को बदलने के लिए उपयोगित है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_186783_00054.wav,4054
55,scale_hi,205240,train,refs/205240.wav,align toolbar objects ke sthaan ke lie upyogit hai,align toolbar objects के स्थान के लिए उपयोगित है,mixed,hi,xtts_v2,outputs/xtts_v2_205240_00055.wav,4055
56,scale_hi,322882,train,refs/322882.wav,ruler sabse oopar aur draw kaaryakshetr ke baayeen or pradarshit hotaa hai,ruler सबसे ऊपर और draw कार्यक्षेत्र के बायीं ओर प्रदर्शित होता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_322882_00056.wav,4056
57,scale_hi,413057,train,refs/413057.wav,maap kee ikaaiyon ko set karne ke lie sabse oopar ruler par rightclick karen,माप की इकाइयों को set करने के लिए सबसे ऊपर ruler पर rightclick करें,mixed,hi,xtts_v2,outputs/xtts_v2_413057_00057.wav,4057
58,scale_hi,445718,train,refs/445718.wav,aap maap kee ikaaiyon kee ek soochee dekhenge,आप माप की इकाइयों की एक सूची देखेंगे,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_445718_00058.wav,4058
59,scale_hi,457295,train,refs/457295.wav,oopar ruler ke lie maap kee ikaaee ab centimeter set ho gaee hai,ऊपर ruler के लिए माप की इकाई अब centimeter set हो गई है,mixed,hi,xtts_v2,outputs/xtts_v2_457295_00059.wav,4059
60,scale_hi,539226,train,refs/539226.wav,usee tarah baayen par ruler ke lie maap set karen,उसी तरह बायें पर ruler के लिए माप set करें,mixed,hi,xtts_v2,outputs/xtts_v2_539226_00060.wav,4060
61,scale_hi,539354,train,refs/539354.wav,sunishchit kar len ki objects maap men bane to hameshaa donon rulers ke lie samaan ikaaiyon ko set karen,सुनिश्चित कर लें कि objects माप में बने to हमेशा दोनों rulers के लिए समान इकाइयों को set करें,mixed,hi,xtts_v2,outputs/xtts_v2_539354_00061.wav,4061
62,scale_hi,541304,train,refs/541304.wav,aap dekhenge ki sakriy ruler saphed rang men hai,आप देखेंगे कि सक्रिय ruler सफेद रंग में है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_541304_00062.wav,4062
63,scale_hi,584991,train,refs/584991.wav,ruler kaa antabhaag pej margin values ko darshaataa hai jise hamne page setup men set kiyaa hai,ruler का अंतभाग पेज margin values को दर्शाता है जिसे हमने page setup में set किया है,mixed,hi,xtts_v2,outputs/xtts_v2_584991_00063.wav,4063
64,scale_hi,634568,train,refs/634568.wav,dekhte hain ki ruler objects ke lie maap kaise darshaataa hai,देखते हैं कि ruler objects के लिए माप कैसे दर्शाता है,mixed,hi,xtts_v2,outputs/xtts_v2_634568_00064.wav,4064
65,scale_hi,705494,train,refs/705494.wav,kyaa aap ruler par do chhote shuroo aur ant ke chinh dekh sakte hain,क्या आप ruler पर दो छोटे शुरू और अंत के चिन्ह देख सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_705494_00065.wav,4065
66,scale_hi,797767,train,refs/797767.wav,yadi aap in chinhon ko ruler par sthaanaantarit karte hain aap dekhenge ki aakriti tadnusaar parivartit hotee hai,यदि आप इन चिन्हों को ruler पर स्थानांतरित करते हैं आप देखेंगे कि आकृति तदनुसार परिवर्तित होती है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_797767_00066.wav,4066
67,scale_hi,850754,train,refs/850754.wav,ruler pej par object kaa aakaar dikhaataa hai,ruler पेज पर object का आकार दिखाता है,mixed,hi,xtts_v2,outputs/xtts_v2_850754_00067.wav,4067
68,scale_hi,870582,train,refs/870582.wav,yah hamen pej par object ke sthaan aur pej seemaaon ko darshaane ke lie bhee saksham banaataa hai,यह हमें पेज पर object के स्थान और पेज सीमाओं को दर्शाने के लिए भी सक्षम बनाता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_870582_00068.wav,4068
69,scale_hi,876898,train,refs/876898.wav,ab doosre buniyaadee sahaayakalign toolbar par jaaen,अब दूसरे बुनियादी सहायकalign toolbar पर जाएँ,mixed,hi,xtts_v2,outputs/xtts_v2_876898_00069.wav,4069
70,scale_hi,893273,train,refs/893273.wav,ham align toolbar kaa upyog chunit object ko daayen baayen oopar neeche aur centre men panktibaddh karne ke lie karte hain,हम align toolbar का उपयोग चुनित object को दायें बायें ऊपर नीचे और centre में पंक्तिबद्ध करने के लिए करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_893273_00070.wav,4070
71,scale_hi,903756,train,refs/903756.wav,align toolbar ko saksham karne ke lie main menu par jaaen aur view par click karen,align toolbar को सक्षम करने के लिए main menu पर जाएँ और view पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_903756_00071.wav,4071
72,scale_hi,912184,train,refs/912184.wav,view menu ke neeche toolbars par click karen,view menu के नीचे toolbars पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_912184_00072.wav,4072
73,scale_hi,975912,train,refs/975912.wav,ab dekhte hain ki ek object panktibaddh kaise hotaa hai jab ham any align options kaa upyog karte hain,अब देखते हैं कि एक object पंक्तिबद्ध कैसे होता है जब हम अन्य align options का उपयोग करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_975912_00073.wav,4073
74,scale_hi,987461,train,refs/987461.wav,baadal baayeen or panktibaddh ho gayaa hai,बादल बायीं ओर पंक्तिबद्ध हो गया है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_987461_00074.wav,4074
75,scale_hi,996368,train,refs/996368.wav,ab do options centered aur centre ke madhy antar samajhte hain,अब दो options centered और centre के मध्य अंतर समझते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_996368_00075.wav,4075
76,scale_hi,106718,train,refs/106718.wav,ham vritt ko centre aur phir centered men panktibaddh karenge,हम वृत्त को centre और फिर centered में पंक्तिबद्ध करेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_106718_00076.wav,4076
77,scale_hi,142970,train,refs/142970.wav,pahle vritt ko daayeen or panktibaddh karen,पहले वृत्त को दायीं ओर पंक्तिबद्ध करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_142970_00077.wav,4077
78,scale_hi,177570,train,refs/177570.wav,vritt ko chunen aur align toolbar men right par click karen,वृत्त को चुनें और align toolbar में right पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_177570_00078.wav,4078
79,scale_hi,186783,train,refs/186783.wav,ab align toolbar men centre par click karen,अब align toolbar में centre पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_186783_00079.wav,4079
80,scale_hi,205240,train,refs/205240.wav,vritt centre par panktibaddh ho gayaa hai,वृत्त centre पर पंक्तिबद्ध हो गया है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_205240_00080.wav,4080
81,scale_hi,322882,train,refs/322882.wav,option centre object ko pej ke oopree aur the ke haashiye ke theek madhy men kendrit kartaa hai,option centre object को पेज के ऊपरी और the के हाशिये के ठीक मध्य में केंद्रित करता है,mixed,hi,xtts_v2,outputs/xtts_v2_322882_00081.wav,4081
82,scale_hi,413057,train,refs/413057.wav,yah object ko pej kee chauraaee ke anusaar sthaanaantarit naheen kartaa hai,यह object को पेज की चौड़ाई के अनुसार स्थानांतरित नहीं करता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_413057_00082.wav,4082
83,scale_hi,445718,train,refs/445718.wav,vritt pej ke centre men panktibaddh ho gayaa hai,वृत्त पेज के centre में पंक्तिबद्ध हो गया है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_445718_00083.wav,4083
84,scale_hi,457295,train,refs/457295.wav,option centered vritt ko pej ke centre men panktibaddh kartaa hai,option centered वृत्त को पेज के centre में पंक्तिबद्ध करता है,mixed,hi,xtts_v2,outputs/xtts_v2_457295_00084.wav,4084
85,scale_hi,539226,train,refs/539226.wav,yah object ko pej ke oopree aur tal ke haashiye aur pej kee chauraaee ke anusaar sthaanaantarit kartaa hai,यह object को पेज के ऊपरी और तल के हाशिये और पेज की चौड़ाई के अनुसार स्थानांतरित करता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_539226_00085.wav,4085
86,scale_hi,539354,train,refs/539354.wav,ab ham objects ko apnee namoonaa drawing ke anusaar vaapas sahee sthaan par sthaanaantarit karenge,अब हम objects को अपनी नमूना drawing के अनुसार वापस सही स्थान पर स्थानांतरित करेंगे,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_539354_00086.wav,4086
87,scale_hi,541304,train,refs/541304.wav,ise band karne se pahle file ko sev karnaa yaad rakhen,इसे बंद करने से पहले file को सेव करना याद रखें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_541304_00087.wav,4087
88,scale_hi,584991,train,refs/584991.wav,arrow keez kaa upyog karke unhen sthaanaantarit karen,arrow कीज़ का उपयोग करके उन्हें स्थानांतरित करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_584991_00088.wav,4088
89,scale_hi,634568,train,refs/634568.wav,koee object chunen jise aapne banaayaa hai aur ise dileet karen,कोई object चुनें जिसे आपने बनाया है और इसे डिलीट करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_634568_00089.wav,4089
90,scale_hi,705494,train,refs/705494.wav,kuchh objects kaa aakaar maapne ke lie ruler kaa upyog karen,कुछ objects का आकार मापने के लिए ruler का उपयोग करें,mixed,hi,xtts_v2,outputs/xtts_v2_705494_00090.wav,4090
91,scale_hi,797767,train,refs/797767.wav,phir align toolbar kaa upyog karen aur objects ko pej ke centre men panktibaddh karen,फिर align toolbar का उपयोग करें और objects को पेज के centre में पंक्तिबद्ध करें,mixed,hi,xtts_v2,outputs/xtts_v2_797767_00091.wav,4091
92,scale_hi,850754,train,refs/850754.wav,isee ke saath ham libreoffice draw par is tutorial ke ant men aa gaye hain,इसी के साथ हम libreoffice draw पर इस tutorial के अंत में आ गये हैं,mixed,hi,xtts_v2,outputs/xtts_v2_850754_00092.wav,4092
93,scale_hi,870582,train,refs/870582.wav,is tutorial men hamne seekhaa ki saamaany drawings kaise banaaen,इस tutorial में हमने सीखा कि सामान्य drawings कैसे बनाएँ,mixed,hi,xtts_v2,outputs/xtts_v2_870582_00093.wav,4093
94,scale_hi,876898,train,refs/876898.wav,buniyaadee aakaaron kaa upyog karke jaiselines arrows aur aayat,बुनियादी आकारों का उपयोग करके जैसेlines arrows और आयत,mixed,hi,xtts_v2,outputs/xtts_v2_876898_00094.wav,4094
95,scale_hi,893273,train,refs/893273.wav,aapne object ko chunnaa aur dileet karnaa,आपने object को चुनना और डिलीट करना,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_893273_00095.wav,4095
96,scale_hi,903756,train,refs/903756.wav,aur objects ke upyukt sthaan ke lie ruler aur align toolbar kaa upyog karnaa bhee seekhaa,और objects के उपयुक्त स्थान के लिए ruler और align toolbar का उपयोग करना भी सीखा,mixed,hi,xtts_v2,outputs/xtts_v2_903756_00096.wav,4096
97,scale_hi,912184,train,refs/912184.wav,yah spoken tutorial project ko saaraanshit kartaa hai,यह spoken tutorial project को सारांशित करता है,mixed,hi,xtts_v2,outputs/xtts_v2_912184_00097.wav,4097
98,scale_hi,975912,train,refs/975912.wav,yadi aapke paas achchhaa bandwidth naheen hai to aap ise download karke dekh sakte hain,यदि आपके पास अच्छा bandwidth नहीं है तो आप इसे download करके देख सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_975912_00098.wav,4098
99,scale_hi,987461,train,refs/987461.wav,spoken tutorials kaa upyog karke kaaryashaalaaen bhee chalaate hain,spoken tutorials का उपयोग करके कार्यशालाएँ भी चलाते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_987461_00099.wav,4099
100,scale_hi,996368,train,refs/996368.wav,unko pramaanpatr bhee dete hain jo online test pass karte hain,उनको प्रमाणपत्र भी देते हैं जो online test pass करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_996368_00100.wav,4100
101,scale_hi,106718,train,refs/106718.wav,adhik jaankaaree ke lie kripyaa contact @spokentutorial org par likhen,अधिक जानकारी के लिए कृपया contact @spokentutorial org पर लिखें,mixed,hi,xtts_v2,outputs/xtts_v2_106718_00101.wav,4101
102,scale_hi,142970,train,refs/142970.wav,spoken tutorial project talktoa teacher project kaa hissaa hai,spoken tutorial project talktoa teacher project का हिस्सा है,mostly_latin,hi,xtts_v2,outputs/xtts_v2_142970_00102.wav,4102
103,scale_hi,177570,train,refs/177570.wav,yah bhaarat sarkaar ke emechaardee ke aaeeseetee ke maadhyam se raashtreey saakshartaa mission dvaaraa samarthit hai,यह भारत सरकार के एमएचआरडी के आईसीटी के माध्यम से राष्ट्रीय साक्षरता mission द्वारा समर्थित है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_177570_00103.wav,4103
104,scale_hi,186783,train,refs/186783.wav,is mission par adhik jaankaaree die gae link par uplabdh hai,इस mission पर अधिक जानकारी दिए गए लिंक पर उपलब्ध है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_186783_00104.wav,4104
105,scale_hi,205240,train,refs/205240.wav,string phankshans ke tyootoriyal men aapkaa svaagat hai,स्ट्रिंग फंक्शंस के ट्यूटोरियल में आपका स्वागत है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_205240_00105.wav,4105
106,scale_hi,322882,train,refs/322882.wav,main in string phankshans ke baare men bataaoongaa joki yahaan dikhaae gae hain,मैं इन स्ट्रिंग फंक्शंस के बारे में बताऊँगा जोकि यहाँ दिखाए गए हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_322882_00106.wav,4106
107,scale_hi,413057,train,refs/413057.wav,inmen se adhikaansh bahut upyogee aur niymit upyog men aane vaale epleekeshan ke lie anukool hain,इनमें से अधिकांश बहुत उपयोगी और नियमित उपयोग में आने वाले एप्लीकेशन के लिए अनुकूल हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_413057_00107.wav,4107
108,scale_hi,445718,train,refs/445718.wav,saath hee jo vidiyo main banaaoongaa yaa jo banaae hain un sabhee ke lie nishchit roop se anukool hai,साथ ही जो विडियो मैं बनाऊँगा या जो बनाए हैं उन सभी के लिए निश्चित रूप से अनुकूल है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_445718_00108.wav,4108
