filepath,label,language,speaker,source,tool,condition,utt_id,start_seconds,end_seconds,split
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0064,359.0,363.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0065,363.0,371.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0066,371.0,376.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0067,376.0,379.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0068,379.0,383.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0069,383.0,389.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0070,389.0,399.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0071,399.0,402.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0072,402.0,406.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0073,406.0,411.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0074,411.0,415.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0075,415.0,419.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0076,419.0,425.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0077,425.0,435.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0078,435.0,439.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0079,439.0,444.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0080,444.0,447.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0081,447.0,456.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0082,456.0,461.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0083,461.0,468.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0084,468.0,471.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0085,471.0,477.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0086,477.0,484.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0087,484.0,488.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0088,488.0,494.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0089,494.0,497.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0090,497.0,503.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0091,503.0,524.0,train
D:\dfdata\raw\mucs2021\train\rSn8GnGA2xpKk7qD.wav,bonafide,hi-en,126393,mucs2021,none,clean,126393_rSn8GnGA2xpKk7qD_0092,524.0,536.5,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0000,0.0,4.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0001,4.0,10.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0002,10.0,13.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0003,13.0,17.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0004,17.0,20.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0005,20.0,23.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0006,23.0,30.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0007,30.0,36.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0008,36.0,44.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0009,44.0,49.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0010,49.0,60.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0011,60.0,67.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0012,67.0,73.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0013,73.0,83.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0014,83.0,91.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0015,91.0,100.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0016,100.0,109.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0017,109.0,118.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0018,118.0,124.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0019,124.0,137.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0020,137.0,144.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0021,144.0,151.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0022,151.0,161.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0023,161.0,164.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0024,164.0,174.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0025,174.0,180.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0026,180.0,188.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0027,188.0,201.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0028,201.0,206.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0029,206.0,214.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0030,214.0,220.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0031,220.0,225.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0032,225.0,232.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0033,232.0,249.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0034,249.0,260.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0035,260.0,264.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0036,264.0,268.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0037,268.0,273.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0038,273.0,282.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0039,282.0,292.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0040,292.0,300.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0041,300.0,310.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0042,310.0,320.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0043,320.0,332.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0044,332.0,337.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0045,337.0,343.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0046,343.0,349.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0047,349.0,355.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0048,355.0,362.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0049,362.0,370.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0050,370.0,377.0,train
D:\dfdata\raw\mucs2021\train\lPOyV7bzJHSRLOWi.wav,bonafide,hi-en,201350,mucs2021,none,clean,201350_lPOyV7bzJHSRLOWi_0051,377.0,388.0,train
