filepath,label,language,speaker,source,tool,condition,split
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0032.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0033.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0034.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0035.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0036.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0037.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0038.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0039.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0040.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0041.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0042.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0043.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0044.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0045.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0046.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0047.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0048.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0049.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0050.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0051.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0052.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0053.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0054.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0055.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0056.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0057.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0058.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0059.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0060.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0061.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0062.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0063.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0064.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0065.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0066.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0067.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0068.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0069.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0070.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0071.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0072.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0073.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0074.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0075.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0076.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0077.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0078.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0079.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0080.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0081.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0082.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0083.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0084.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0085.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0086.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0087.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0088.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0089.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0090.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0091.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0092.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0093.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0094.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0095.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0096.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0097.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0098.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0099.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0100.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0101.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0102.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0103.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0104.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0105.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0106.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0107.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0108.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
${DATA_ROOT}/lora_bundle/clips/146859_PmtkP19rpHKX5Ue1_0109.wav,bonafide,hi-en,146859,mucs2021,none,clean,eval
