blind_id,audio_path,speaker,language,read_along,rater,sounds_human_1_5,said_the_right_words_1_5,code_switch_natural_1_5,notes
05,C:\dfdata\generated\pilot_ab\clips/clip_05.wav,987461,hi,aglaa icon aksharon ke beech ko ke sthaan ko vyavasthit karne men madad kartaa hai dobaaraa ap aur down arrows par click karen aur badlaavon ko dekhen,SK,,,,
06,C:\dfdata\generated\pilot_ab\clips/clip_06.wav,903756,hi,udaaharnasvarup yah image slash png yaa image slash jpeg image slash bmp  video slash avi aur video slash mpeg yaa koee aur any praaroop ho saktaa hai,L,,,,
06,C:\dfdata\generated\pilot_ab\clips/clip_06.wav,903756,hi,udaaharnasvarup yah image slash png yaa image slash jpeg image slash bmp  video slash avi aur video slash mpeg yaa koee aur any praaroop ho saktaa hai,M,,,,
06,C:\dfdata\generated\pilot_ab\clips/clip_06.wav,903756,hi,udaaharnasvarup yah image slash png yaa image slash jpeg image slash bmp  video slash avi aur video slash mpeg yaa koee aur any praaroop ho saktaa hai,SK,,,,
07,C:\dfdata\generated\pilot_ab\clips/clip_07.wav,903756,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,L,,,,
07,C:\dfdata\generated\pilot_ab\clips/clip_07.wav,903756,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,M,,,,
07,C:\dfdata\generated\pilot_ab\clips/clip_07.wav,903756,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,SK,,,,
08,C:\dfdata\generated\pilot_ab\clips/clip_08.wav,177570,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,L,,,,
08,C:\dfdata\generated\pilot_ab\clips/clip_08.wav,177570,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,M,,,,
08,C:\dfdata\generated\pilot_ab\clips/clip_08.wav,177570,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,SK,,,,
09,C:\dfdata\generated\pilot_ab\clips/clip_09.wav,186783,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,L,,,,
09,C:\dfdata\generated\pilot_ab\clips/clip_09.wav,186783,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,M,,,,
09,C:\dfdata\generated\pilot_ab\clips/clip_09.wav,186783,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,SK,,,,
10,C:\dfdata\generated\pilot_ab\clips/clip_10.wav,903756,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,L,,,,
10,C:\dfdata\generated\pilot_ab\clips/clip_10.wav,903756,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,M,,,,
10,C:\dfdata\generated\pilot_ab\clips/clip_10.wav,903756,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,SK,,,,
11,C:\dfdata\generated\pilot_ab\clips/clip_11.wav,903756,hi,yah achchhaa lagegaa yadi aap sirph ek image kaa thoraa bhaag copy karte hai aur phir us image men kheenchate hain jahaan aap ise rakhnaa chaahte hain,L,,,,
11,C:\dfdata\generated\pilot_ab\clips/clip_11.wav,903756,hi,yah achchhaa lagegaa yadi aap sirph ek image kaa thoraa bhaag copy karte hai aur phir us image men kheenchate hain jahaan aap ise rakhnaa chaahte hain,M,,,,
11,C:\dfdata\generated\pilot_ab\clips/clip_11.wav,903756,hi,yah achchhaa lagegaa yadi aap sirph ek image kaa thoraa bhaag copy karte hai aur phir us image men kheenchate hain jahaan aap ise rakhnaa chaahte hain,SK,,,,
12,C:\dfdata\generated\pilot_ab\clips/clip_12.wav,177570,hi,yah spokan tyootoriyal projekt ko saaraanshit kartaa hai yadi aapke paas achchhaa baindavith naheen hai to aap ise daaunlod karke bhee dekh sakte hain,L,,,,
12,C:\dfdata\generated\pilot_ab\clips/clip_12.wav,177570,hi,yah spokan tyootoriyal projekt ko saaraanshit kartaa hai yadi aapke paas achchhaa baindavith naheen hai to aap ise daaunlod karke bhee dekh sakte hain,M,,,,
12,C:\dfdata\generated\pilot_ab\clips/clip_12.wav,177570,hi,yah spokan tyootoriyal projekt ko saaraanshit kartaa hai yadi aapke paas achchhaa baindavith naheen hai to aap ise daaunlod karke bhee dekh sakte hain,SK,,,,
13,C:\dfdata\generated\pilot_ab\clips/clip_13.wav,186783,hi,aap yahaan dekh sakte hain ki yahaan gimp brashon ke lie ek link diyaa gayaa hai aur deviantart aur any vebsaaeeton par bahut see brashen maujood hain,L,,,,
13,C:\dfdata\generated\pilot_ab\clips/clip_13.wav,186783,hi,aap yahaan dekh sakte hain ki yahaan gimp brashon ke lie ek link diyaa gayaa hai aur deviantart aur any vebsaaeeton par bahut see brashen maujood hain,M,,,,
13,C:\dfdata\generated\pilot_ab\clips/clip_13.wav,186783,hi,aap yahaan dekh sakte hain ki yahaan gimp brashon ke lie ek link diyaa gayaa hai aur deviantart aur any vebsaaeeton par bahut see brashen maujood hain,SK,,,,
14,C:\dfdata\generated\pilot_ab\clips/clip_14.wav,903756,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,L,,,,
14,C:\dfdata\generated\pilot_ab\clips/clip_14.wav,903756,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,M,,,,
14,C:\dfdata\generated\pilot_ab\clips/clip_14.wav,903756,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,SK,,,,
15,C:\dfdata\generated\pilot_ab\clips/clip_15.wav,177570,hi,yah spokan tyootoriyal projekt ko saaraanshit kartaa hai yadi aapke paas achchhaa baindavith naheen hai to aap ise daaunlod karke bhee dekh sakte hain,L,,,,
15,C:\dfdata\generated\pilot_ab\clips/clip_15.wav,177570,hi,yah spokan tyootoriyal projekt ko saaraanshit kartaa hai yadi aapke paas achchhaa baindavith naheen hai to aap ise daaunlod karke bhee dekh sakte hain,M,,,,
15,C:\dfdata\generated\pilot_ab\clips/clip_15.wav,177570,hi,yah spokan tyootoriyal projekt ko saaraanshit kartaa hai yadi aapke paas achchhaa baindavith naheen hai to aap ise daaunlod karke bhee dekh sakte hain,SK,,,,
16,C:\dfdata\generated\pilot_ab\clips/clip_16.wav,186783,hi,aap yahaan dekh sakte hain ki yahaan gimp brashon ke lie ek link diyaa gayaa hai aur deviantart aur any vebsaaeeton par bahut see brashen maujood hain,L,,,,
16,C:\dfdata\generated\pilot_ab\clips/clip_16.wav,186783,hi,aap yahaan dekh sakte hain ki yahaan gimp brashon ke lie ek link diyaa gayaa hai aur deviantart aur any vebsaaeeton par bahut see brashen maujood hain,M,,,,
16,C:\dfdata\generated\pilot_ab\clips/clip_16.wav,186783,hi,aap yahaan dekh sakte hain ki yahaan gimp brashon ke lie ek link diyaa gayaa hai aur deviantart aur any vebsaaeeton par bahut see brashen maujood hain,SK,,,,
17,C:\dfdata\generated\pilot_ab\clips/clip_17.wav,987461,hi,yahaan settings taib men url alias pattern ko control karne ke lie adhik options uplabdh hain yahaan ham dipholt separator length aadi dekh sakte hain,L,,,,
17,C:\dfdata\generated\pilot_ab\clips/clip_17.wav,987461,hi,yahaan settings taib men url alias pattern ko control karne ke lie adhik options uplabdh hain yahaan ham dipholt separator length aadi dekh sakte hain,M,,,,
17,C:\dfdata\generated\pilot_ab\clips/clip_17.wav,987461,hi,yahaan settings taib men url alias pattern ko control karne ke lie adhik options uplabdh hain yahaan ham dipholt separator length aadi dekh sakte hain,SK,,,,
18,C:\dfdata\generated\pilot_ab\clips/clip_18.wav,850754,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,L,,,,
18,C:\dfdata\generated\pilot_ab\clips/clip_18.wav,850754,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,M,,,,
18,C:\dfdata\generated\pilot_ab\clips/clip_18.wav,850754,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,SK,,,,
19,C:\dfdata\generated\pilot_ab\clips/clip_19.wav,177570,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,L,,,,
19,C:\dfdata\generated\pilot_ab\clips/clip_19.wav,177570,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,M,,,,
19,C:\dfdata\generated\pilot_ab\clips/clip_19.wav,177570,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,SK,,,,
20,C:\dfdata\generated\pilot_ab\clips/clip_20.wav,850754,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,L,,,,
20,C:\dfdata\generated\pilot_ab\clips/clip_20.wav,850754,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,M,,,,
20,C:\dfdata\generated\pilot_ab\clips/clip_20.wav,850754,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,SK,,,,
21,C:\dfdata\generated\pilot_ab\clips/clip_21.wav,987461,hi,yahaan settings taib men url alias pattern ko control karne ke lie adhik options uplabdh hain yahaan ham dipholt separator length aadi dekh sakte hain,L,,,,
21,C:\dfdata\generated\pilot_ab\clips/clip_21.wav,987461,hi,yahaan settings taib men url alias pattern ko control karne ke lie adhik options uplabdh hain yahaan ham dipholt separator length aadi dekh sakte hain,M,,,,
21,C:\dfdata\generated\pilot_ab\clips/clip_21.wav,987461,hi,yahaan settings taib men url alias pattern ko control karne ke lie adhik options uplabdh hain yahaan ham dipholt separator length aadi dekh sakte hain,SK,,,,
22,C:\dfdata\generated\pilot_ab\clips/clip_22.wav,850754,hi,alias usee kantent ke lie ek vaikalpik url path hai ham usee kantent ko pradarshit karne ke lie yaa to mool yaa kaee aliases men se ek chun sakte hain,L,,,,
22,C:\dfdata\generated\pilot_ab\clips/clip_22.wav,850754,hi,alias usee kantent ke lie ek vaikalpik url path hai ham usee kantent ko pradarshit karne ke lie yaa to mool yaa kaee aliases men se ek chun sakte hain,M,,,,
22,C:\dfdata\generated\pilot_ab\clips/clip_22.wav,850754,hi,alias usee kantent ke lie ek vaikalpik url path hai ham usee kantent ko pradarshit karne ke lie yaa to mool yaa kaee aliases men se ek chun sakte hain,SK,,,,
23,C:\dfdata\generated\pilot_ab\clips/clip_23.wav,987461,en,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,L,,,,
23,C:\dfdata\generated\pilot_ab\clips/clip_23.wav,987461,en,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,M,,,,
23,C:\dfdata\generated\pilot_ab\clips/clip_23.wav,987461,en,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,SK,,,,
24,C:\dfdata\generated\pilot_ab\clips/clip_24.wav,987461,hi,aglaa icon aksharon ke beech ko ke sthaan ko vyavasthit karne men madad kartaa hai dobaaraa ap aur down arrows par click karen aur badlaavon ko dekhen,L,,,,
24,C:\dfdata\generated\pilot_ab\clips/clip_24.wav,987461,hi,aglaa icon aksharon ke beech ko ke sthaan ko vyavasthit karne men madad kartaa hai dobaaraa ap aur down arrows par click karen aur badlaavon ko dekhen,M,,,,
24,C:\dfdata\generated\pilot_ab\clips/clip_24.wav,987461,hi,aglaa icon aksharon ke beech ko ke sthaan ko vyavasthit karne men madad kartaa hai dobaaraa ap aur down arrows par click karen aur badlaavon ko dekhen,SK,,,,
25,C:\dfdata\generated\pilot_ab\clips/clip_25.wav,177570,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,L,,,,
25,C:\dfdata\generated\pilot_ab\clips/clip_25.wav,177570,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,M,,,,
25,C:\dfdata\generated\pilot_ab\clips/clip_25.wav,177570,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,SK,,,,
26,C:\dfdata\generated\pilot_ab\clips/clip_26.wav,177570,hi,yadi main is tarah se is image ko rakhtee hoon to aap cloning ke nishaan dekh sakenge lekin jab main comic mode men kholoongee to ve nasht ho jaayenge,L,,,,
26,C:\dfdata\generated\pilot_ab\clips/clip_26.wav,177570,hi,yadi main is tarah se is image ko rakhtee hoon to aap cloning ke nishaan dekh sakenge lekin jab main comic mode men kholoongee to ve nasht ho jaayenge,M,,,,
26,C:\dfdata\generated\pilot_ab\clips/clip_26.wav,177570,hi,yadi main is tarah se is image ko rakhtee hoon to aap cloning ke nishaan dekh sakenge lekin jab main comic mode men kholoongee to ve nasht ho jaayenge,SK,,,,
27,C:\dfdata\generated\pilot_ab\clips/clip_27.wav,186783,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,L,,,,
27,C:\dfdata\generated\pilot_ab\clips/clip_27.wav,186783,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,M,,,,
27,C:\dfdata\generated\pilot_ab\clips/clip_27.wav,186783,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,SK,,,,
28,C:\dfdata\generated\pilot_ab\clips/clip_28.wav,186783,hi,unko pramaanpatr bhee details hain jo online test pass karte hain adhik jaankaaree ke lie kripyaa hamen contact @spoken hyphen tutorial org par likhen,L,,,,
28,C:\dfdata\generated\pilot_ab\clips/clip_28.wav,186783,hi,unko pramaanpatr bhee details hain jo online test pass karte hain adhik jaankaaree ke lie kripyaa hamen contact @spoken hyphen tutorial org par likhen,M,,,,
28,C:\dfdata\generated\pilot_ab\clips/clip_28.wav,186783,hi,unko pramaanpatr bhee details hain jo online test pass karte hain adhik jaankaaree ke lie kripyaa hamen contact @spoken hyphen tutorial org par likhen,SK,,,,
29,C:\dfdata\generated\pilot_ab\clips/clip_29.wav,850754,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,L,,,,
29,C:\dfdata\generated\pilot_ab\clips/clip_29.wav,850754,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,M,,,,
29,C:\dfdata\generated\pilot_ab\clips/clip_29.wav,850754,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,SK,,,,
30,C:\dfdata\generated\pilot_ab\clips/clip_30.wav,177570,hi,yadi main is tarah se is image ko rakhtee hoon to aap cloning ke nishaan dekh sakenge lekin jab main comic mode men kholoongee to ve nasht ho jaayenge,L,,,,
30,C:\dfdata\generated\pilot_ab\clips/clip_30.wav,177570,hi,yadi main is tarah se is image ko rakhtee hoon to aap cloning ke nishaan dekh sakenge lekin jab main comic mode men kholoongee to ve nasht ho jaayenge,M,,,,
30,C:\dfdata\generated\pilot_ab\clips/clip_30.wav,177570,hi,yadi main is tarah se is image ko rakhtee hoon to aap cloning ke nishaan dekh sakenge lekin jab main comic mode men kholoongee to ve nasht ho jaayenge,SK,,,,
31,C:\dfdata\generated\pilot_ab\clips/clip_31.wav,186783,hi,unko pramaanpatr bhee details hain jo online test pass karte hain adhik jaankaaree ke lie kripyaa hamen contact @spoken hyphen tutorial org par likhen,L,,,,
31,C:\dfdata\generated\pilot_ab\clips/clip_31.wav,186783,hi,unko pramaanpatr bhee details hain jo online test pass karte hain adhik jaankaaree ke lie kripyaa hamen contact @spoken hyphen tutorial org par likhen,M,,,,
31,C:\dfdata\generated\pilot_ab\clips/clip_31.wav,186783,hi,unko pramaanpatr bhee details hain jo online test pass karte hain adhik jaankaaree ke lie kripyaa hamen contact @spoken hyphen tutorial org par likhen,SK,,,,
32,C:\dfdata\generated\pilot_ab\clips/clip_32.wav,903756,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,L,,,,
32,C:\dfdata\generated\pilot_ab\clips/clip_32.wav,903756,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,M,,,,
32,C:\dfdata\generated\pilot_ab\clips/clip_32.wav,903756,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,SK,,,,
33,C:\dfdata\generated\pilot_ab\clips/clip_33.wav,903756,hi,udaaharnasvarup yah image slash png yaa image slash jpeg image slash bmp  video slash avi aur video slash mpeg yaa koee aur any praaroop ho saktaa hai,L,,,,
33,C:\dfdata\generated\pilot_ab\clips/clip_33.wav,903756,hi,udaaharnasvarup yah image slash png yaa image slash jpeg image slash bmp  video slash avi aur video slash mpeg yaa koee aur any praaroop ho saktaa hai,M,,,,
33,C:\dfdata\generated\pilot_ab\clips/clip_33.wav,903756,hi,udaaharnasvarup yah image slash png yaa image slash jpeg image slash bmp  video slash avi aur video slash mpeg yaa koee aur any praaroop ho saktaa hai,SK,,,,
34,C:\dfdata\generated\pilot_ab\clips/clip_34.wav,177570,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,L,,,,
34,C:\dfdata\generated\pilot_ab\clips/clip_34.wav,177570,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,M,,,,
34,C:\dfdata\generated\pilot_ab\clips/clip_34.wav,177570,en,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,SK,,,,
35,C:\dfdata\generated\pilot_ab\clips/clip_35.wav,186783,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,L,,,,
35,C:\dfdata\generated\pilot_ab\clips/clip_35.wav,186783,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,M,,,,
35,C:\dfdata\generated\pilot_ab\clips/clip_35.wav,186783,en,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,SK,,,,
36,C:\dfdata\generated\pilot_ab\clips/clip_36.wav,987461,hi,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,L,,,,
36,C:\dfdata\generated\pilot_ab\clips/clip_36.wav,987461,hi,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,M,,,,
36,C:\dfdata\generated\pilot_ab\clips/clip_36.wav,987461,hi,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,SK,,,,
37,C:\dfdata\generated\pilot_ab\clips/clip_37.wav,987461,en,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,L,,,,
37,C:\dfdata\generated\pilot_ab\clips/clip_37.wav,987461,en,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,M,,,,
37,C:\dfdata\generated\pilot_ab\clips/clip_37.wav,987461,en,sed space n space single quotes men front slash square bracket kholen cc square bracket band karen omputers/p single quotes ke baad space seddemo txt,SK,,,,
38,C:\dfdata\generated\pilot_ab\clips/clip_38.wav,186783,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,L,,,,
38,C:\dfdata\generated\pilot_ab\clips/clip_38.wav,186783,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,M,,,,
38,C:\dfdata\generated\pilot_ab\clips/clip_38.wav,186783,hi,shell variable kee value kyaa hai dekhne ke lie echo space dollar shell terminal par echo space dollar shell capital men type karen aur enter dabaayen,SK,,,,
39,C:\dfdata\generated\pilot_ab\clips/clip_39.wav,850754,hi,aglaa sip media type hai sip media type keval tabhee laagoo hotaa hai jab aapkee laaibreree men sortar yaa lokar suvidhaa kaa upyog kiyaa jaa rahaa ho,L,,,,
39,C:\dfdata\generated\pilot_ab\clips/clip_39.wav,850754,hi,aglaa sip media type hai sip media type keval tabhee laagoo hotaa hai jab aapkee laaibreree men sortar yaa lokar suvidhaa kaa upyog kiyaa jaa rahaa ho,M,,,,
39,C:\dfdata\generated\pilot_ab\clips/clip_39.wav,850754,hi,aglaa sip media type hai sip media type keval tabhee laagoo hotaa hai jab aapkee laaibreree men sortar yaa lokar suvidhaa kaa upyog kiyaa jaa rahaa ho,SK,,,,
40,C:\dfdata\generated\pilot_ab\clips/clip_40.wav,850754,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,L,,,,
40,C:\dfdata\generated\pilot_ab\clips/clip_40.wav,850754,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,M,,,,
40,C:\dfdata\generated\pilot_ab\clips/clip_40.wav,850754,hi,grep space hyphen e space double quotes men electronics quotes ke baad space hyphen e space double quotes men civil quotes ke baad space grepdemo txt,SK,,,,
