filepath,label,tool,window,end_seconds,level_dbfs,score,smoothed
${DATA_ROOT}/clips/111627_bYPRSx2sjXooUdv8_0089.wav,bonafide,none,1,6.0,-23.24,0.9992006421089172,0.9984166324138641
${DATA_ROOT}/clips/111627_bYPRSx2sjXooUdv8_0107.wav,bonafide,none,0,4.0,-24.23,0.9932475090026855,0.9932475090026855
${DATA_ROOT}/clips/111627_bYPRSx2sjXooUdv8_0113.wav,bonafide,none,0,4.0,-23.25,0.9998154044151306,0.9998154044151306
${DATA_ROOT}/clips/111627_bYPRSx2sjXooUdv8_0113.wav,bonafide,none,1,6.0,-21.23,0.9998974800109863,0.9998564422130585
${DATA_ROOT}/clips/111627_bYPRSx2sjXooUdv8_0122.wav,bonafide,none,0,4.0,-22.0,0.9961543679237366,0.9961543679237366
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0014.wav,bonafide,none,0,4.0,-22.47,0.9996153116226196,0.9996153116226196
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0015.wav,bonafide,none,0,4.0,-22.93,0.9996175765991211,0.9996175765991211
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0015.wav,bonafide,none,1,6.0,-23.02,0.999538779258728,0.9995781779289246
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0021.wav,bonafide,none,0,4.0,-21.4,0.999536395072937,0.999536395072937
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0021.wav,bonafide,none,1,6.0,-26.85,0.999404788017273,0.999470591545105
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0025.wav,bonafide,none,0,4.0,-23.2,0.9997484087944031,0.9997484087944031
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0025.wav,bonafide,none,1,6.0,-27.28,0.9988683462142944,0.9993083775043488
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0025.wav,bonafide,none,2,8.0,-24.08,0.9996421337127686,0.9994752556085587
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0032.wav,bonafide,none,0,4.0,-22.58,0.9997137188911438,0.9997137188911438
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0032.wav,bonafide,none,1,6.0,-22.46,0.999731719493866,0.9997227191925049
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0032.wav,bonafide,none,2,8.0,-23.22,0.9997194409370422,0.9997210800647736
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0034.wav,bonafide,none,0,4.0,-23.19,0.9998493194580078,0.9998493194580078
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0034.wav,bonafide,none,1,6.0,-22.89,0.9998682737350464,0.9998587965965271
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0034.wav,bonafide,none,2,8.0,-22.81,0.9998018145561218,0.9998303055763245
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0044.wav,bonafide,none,0,4.0,-22.37,0.9996210336685181,0.9996210336685181
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0044.wav,bonafide,none,1,6.0,-22.1,0.9994951486587524,0.9995580911636353
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0048.wav,bonafide,none,0,4.0,-23.25,0.9996832609176636,0.9996832609176636
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0048.wav,bonafide,none,1,6.0,-22.94,0.9995810389518738,0.9996321499347687
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0055.wav,bonafide,none,0,4.0,-23.01,0.9995513558387756,0.9995513558387756
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0060.wav,bonafide,none,0,4.0,-26.07,0.9995991587638855,0.9995991587638855
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0064.wav,bonafide,none,0,4.0,-23.06,0.9993836879730225,0.9993836879730225
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0065.wav,bonafide,none,0,4.0,-24.23,0.9993208646774292,0.9993208646774292
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0075.wav,bonafide,none,0,4.0,-23.03,0.999735414981842,0.999735414981842
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0077.wav,bonafide,none,0,4.0,-22.73,0.9997510313987732,0.9997510313987732
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0077.wav,bonafide,none,1,6.0,-23.06,0.9996305704116821,0.9996908009052277
${DATA_ROOT}/clips/121073_hhahrO4yUEy8GC5n_0077.wav,bonafide,none,2,8.0,-23.72,0.9997057318687439,0.9996982663869858
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0013.wav,bonafide,none,0,4.0,-23.0,0.9994124174118042,0.9994124174118042
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0017.wav,bonafide,none,0,4.0,-23.82,0.9997661709785461,0.9997661709785461
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0017.wav,bonafide,none,1,6.0,-22.74,0.9998657703399658,0.999815970659256
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0017.wav,bonafide,none,2,8.0,-22.88,0.9998742341995239,0.99984510242939
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0021.wav,bonafide,none,0,4.0,-24.08,0.9998013377189636,0.9998013377189636
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0021.wav,bonafide,none,1,6.0,-21.85,0.9998577833175659,0.9998295605182648
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0023.wav,bonafide,none,0,4.0,-23.1,0.9997313618659973,0.9997313618659973
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0023.wav,bonafide,none,1,6.0,-22.82,0.9998067021369934,0.9997690320014954
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0027.wav,bonafide,none,0,4.0,-22.98,0.9996720552444458,0.9996720552444458
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0043.wav,bonafide,none,0,4.0,-23.0,0.9998206496238708,0.9998206496238708
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0047.wav,bonafide,none,0,4.0,-23.01,0.9998340606689453,0.9998340606689453
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0047.wav,bonafide,none,1,6.0,-23.01,0.9995299577713013,0.9996820092201233
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0048.wav,bonafide,none,0,4.0,-24.23,0.9994614720344543,0.9994614720344543
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0053.wav,bonafide,none,0,4.0,-22.44,0.9997681975364685,0.9997681975364685
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0053.wav,bonafide,none,1,6.0,-23.7,0.9993199110031128,0.9995440542697906
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0054.wav,bonafide,none,0,4.0,-22.78,0.9988285899162292,0.9988285899162292
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0062.wav,bonafide,none,0,4.0,-23.51,0.9997952580451965,0.9997952580451965
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0062.wav,bonafide,none,1,6.0,-22.06,0.9996674060821533,0.9997313320636749
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0065.wav,bonafide,none,0,4.0,-23.52,0.9998279809951782,0.9998279809951782
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0065.wav,bonafide,none,1,6.0,-22.59,0.9997044205665588,0.9997662007808685
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0072.wav,bonafide,none,0,4.0,-22.22,0.9998304843902588,0.9998304843902588
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0092.wav,bonafide,none,0,4.0,-22.84,0.9987672567367554,0.9987672567367554
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0092.wav,bonafide,none,1,6.0,-22.22,0.9997851252555847,0.99927619099617
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0092.wav,bonafide,none,2,8.0,-23.29,0.9996860027313232,0.9994810968637466
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0097.wav,bonafide,none,0,4.0,-24.14,0.9997181296348572,0.9997181296348572
${DATA_ROOT}/clips/136325_9qNmHPrUpNLAykHf_0097.wav,bonafide,none,1,6.0,-22.62,0.9997233748435974,0.9997207522392273
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0000.wav,bonafide,none,0,4.0,-22.37,0.9996852874755859,0.9996852874755859
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0000.wav,bonafide,none,1,6.0,-23.65,0.9996601343154907,0.9996727108955383
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0002.wav,bonafide,none,0,4.0,-23.87,0.9995972514152527,0.9995972514152527
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0002.wav,bonafide,none,1,6.0,-24.7,0.9987711310386658,0.9991841912269592
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0002.wav,bonafide,none,2,8.0,-23.73,0.9996172189712524,0.9994007050991058
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0002.wav,bonafide,none,3,10.0,-21.85,0.9997406601905823,0.999570682644844
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0007.wav,bonafide,none,0,4.0,-22.94,0.9996021389961243,0.9996021389961243
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0007.wav,bonafide,none,1,6.0,-22.81,0.999784529209137,0.9996933341026306
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0007.wav,bonafide,none,2,8.0,-22.29,0.9997718930244446,0.9997326135635376
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0007.wav,bonafide,none,3,10.0,-23.38,0.9997554421424866,0.9997440278530121
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0009.wav,bonafide,none,0,4.0,-22.18,0.9997954964637756,0.9997954964637756
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0009.wav,bonafide,none,1,6.0,-23.36,0.999813973903656,0.9998047351837158
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0011.wav,bonafide,none,0,4.0,-22.18,0.9997448325157166,0.9997448325157166
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0018.wav,bonafide,none,0,4.0,-22.97,0.9997403025627136,0.9997403025627136
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0025.wav,bonafide,none,0,4.0,-22.03,0.9996471405029297,0.9996471405029297
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0034.wav,bonafide,none,0,4.0,-22.99,0.9993081092834473,0.9993081092834473
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0046.wav,bonafide,none,0,4.0,-21.34,0.9996777772903442,0.9996777772903442
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0046.wav,bonafide,none,1,6.0,-23.18,0.9995071887969971,0.9995924830436707
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0046.wav,bonafide,none,2,8.0,-25.72,0.9994787573814392,0.9995356202125549
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0052.wav,bonafide,none,0,4.0,-22.03,0.9994968175888062,0.9994968175888062
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0068.wav,bonafide,none,0,4.0,-22.81,0.9986442923545837,0.9986442923545837
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0071.wav,bonafide,none,0,4.0,-21.24,0.9996360540390015,0.9996360540390015
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0071.wav,bonafide,none,1,6.0,-24.94,0.9996358156204224,0.9996359348297119
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0073.wav,bonafide,none,0,4.0,-23.36,0.9996353387832642,0.9996353387832642
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0073.wav,bonafide,none,1,6.0,-22.93,0.9988827109336853,0.9992590248584747
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0091.wav,bonafide,none,0,4.0,-22.1,0.9996205568313599,0.9996205568313599
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0094.wav,bonafide,none,0,4.0,-22.02,0.9997410178184509,0.9997410178184509
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0100.wav,bonafide,none,0,4.0,-22.01,0.9995775818824768,0.9995775818824768
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0104.wav,bonafide,none,0,4.0,-23.48,0.6667919158935547,0.6667919158935547
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0104.wav,bonafide,none,1,6.0,-22.77,0.0005608903593383729,0.33367640312644653
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0106.wav,bonafide,none,0,4.0,-21.24,0.9996751546859741,0.9996751546859741
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0106.wav,bonafide,none,1,6.0,-21.94,0.9996030926704407,0.9996391236782074
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0106.wav,bonafide,none,2,8.0,-23.91,0.9996428489685059,0.9996409863233566
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0106.wav,bonafide,none,3,10.0,-25.47,0.9996881484985352,0.9996645674109459
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0114.wav,bonafide,none,0,4.0,-22.78,0.9995673298835754,0.9995673298835754
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0117.wav,bonafide,none,0,4.0,-23.0,0.9996942281723022,0.9996942281723022
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0124.wav,bonafide,none,0,4.0,-21.24,0.9996581077575684,0.9996581077575684
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0124.wav,bonafide,none,1,6.0,-43.27,0.6337615847587585,0.8167098462581635
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0130.wav,bonafide,none,0,4.0,-24.23,0.9996901750564575,0.9996901750564575
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0138.wav,bonafide,none,0,4.0,-22.69,0.9995504021644592,0.9995504021644592
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0138.wav,bonafide,none,1,6.0,-21.84,0.9996187686920166,0.9995845854282379
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0138.wav,bonafide,none,2,8.0,-23.27,0.9996581077575684,0.9996213465929031
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0138.wav,bonafide,none,3,10.0,-25.36,0.9997668862342834,0.9996941164135933
${DATA_ROOT}/clips/146859_PmtkP19rpHKX5Ue1_0138.wav,bonafide,none,4,12.0,-23.04,0.9997971653938293,0.9997456409037113
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0010.wav,bonafide,none,0,4.0,-22.62,0.9991818070411682,0.9991818070411682
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0010.wav,bonafide,none,1,6.0,-20.78,0.9989632368087769,0.9990725219249725
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0010.wav,bonafide,none,2,8.0,-23.35,0.9988383650779724,0.9989554435014725
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,0,4.0,-23.26,0.9997726082801819,0.9997726082801819
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,1,6.0,-20.78,0.9995812773704529,0.9996769428253174
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,2,8.0,-23.88,0.9995381832122803,0.9996075630187988
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,3,10.0,-26.92,0.9996330738067627,0.9996203184127808
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,4,12.0,-22.76,0.9996925592422485,0.9996564388275146
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,5,14.0,-20.89,0.9993902444839478,0.9995233416557312
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,6,16.0,-22.48,0.9996914863586426,0.9996074140071869
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,7,18.0,-24.22,0.9993485808372498,0.9994779974222183
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0013.wav,bonafide,none,8,20.0,-22.58,0.9994713664054871,0.9994746819138527
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0033.wav,bonafide,none,0,4.0,-23.34,0.9991204142570496,0.9991204142570496
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0033.wav,bonafide,none,1,6.0,-23.7,0.9993712306022644,0.999245822429657
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0035.wav,bonafide,none,0,4.0,-23.25,0.9997875094413757,0.9997875094413757
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0035.wav,bonafide,none,1,6.0,-23.54,0.9998015761375427,0.9997945427894592
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0035.wav,bonafide,none,2,8.0,-22.25,0.9996527433395386,0.9997236430644989
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0041.wav,bonafide,none,0,4.0,-21.87,0.9993962049484253,0.9993962049484253
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0041.wav,bonafide,none,1,6.0,-23.08,0.9995680451393127,0.999482125043869
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0043.wav,bonafide,none,0,4.0,-24.97,0.9990498423576355,0.9990498423576355
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0043.wav,bonafide,none,1,6.0,-23.4,0.9993727803230286,0.999211311340332
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0043.wav,bonafide,none,2,8.0,-21.6,0.9995679259300232,0.9993896186351776
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0046.wav,bonafide,none,0,4.0,-21.34,0.9996867179870605,0.9996867179870605
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0046.wav,bonafide,none,1,6.0,-23.49,0.9942360520362854,0.996961385011673
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0046.wav,bonafide,none,2,8.0,-25.6,0.996582567691803,0.996771976351738
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0058.wav,bonafide,none,0,4.0,-22.97,0.9995729327201843,0.9995729327201843
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0063.wav,bonafide,none,0,4.0,-24.41,0.9986176490783691,0.9986176490783691
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0063.wav,bonafide,none,1,6.0,-23.71,0.9974966645240784,0.9980571568012238
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0063.wav,bonafide,none,2,8.0,-21.89,0.9982162117958069,0.9981366842985153
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0064.wav,bonafide,none,0,4.0,-26.08,0.8565645217895508,0.8565645217895508
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0064.wav,bonafide,none,1,6.0,-22.48,0.9994964599609375,0.9280304908752441
${DATA_ROOT}/clips/165325_4r0Tic1Kpymq5vvC_0064.wav,bonafide,none,2,8.0,-21.16,0.9990826845169067,0.9635565876960754
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0003.wav,bonafide,none,0,4.0,-23.09,0.9996175765991211,0.9996175765991211
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0004.wav,bonafide,none,0,4.0,-22.64,0.9997685551643372,0.9997685551643372
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0012.wav,bonafide,none,0,4.0,-22.89,0.999398946762085,0.999398946762085
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0012.wav,bonafide,none,1,6.0,-23.27,0.9994446635246277,0.9994218051433563
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0016.wav,bonafide,none,0,4.0,-22.73,0.9989720582962036,0.9989720582962036
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0032.wav,bonafide,none,0,4.0,-21.87,0.9996594190597534,0.9996594190597534
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0032.wav,bonafide,none,1,6.0,-22.32,0.9996148347854614,0.9996371269226074
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0032.wav,bonafide,none,2,8.0,-24.58,0.9992803931236267,0.9994587600231171
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0039.wav,bonafide,none,0,4.0,-24.23,0.9997565150260925,0.9997565150260925
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0041.wav,bonafide,none,0,4.0,-23.01,0.9997888207435608,0.9997888207435608
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0046.wav,bonafide,none,0,4.0,-23.65,0.9996110796928406,0.9996110796928406
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0046.wav,bonafide,none,1,6.0,-22.27,0.9996947050094604,0.9996528923511505
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0053.wav,bonafide,none,0,4.0,-23.1,0.9995887875556946,0.9995887875556946
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0054.wav,bonafide,none,0,4.0,-21.06,0.9995917677879333,0.9995917677879333
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0054.wav,bonafide,none,1,6.0,-22.8,0.9996029734611511,0.9995973706245422
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0054.wav,bonafide,none,2,8.0,-26.53,0.9995385408401489,0.9995679557323456
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0057.wav,bonafide,none,0,4.0,-22.97,0.9997757077217102,0.9997757077217102
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0061.wav,bonafide,none,0,4.0,-23.04,0.9998425245285034,0.9998425245285034
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0083.wav,bonafide,none,0,4.0,-22.88,0.9997808337211609,0.9997808337211609
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0092.wav,bonafide,none,0,4.0,-23.01,0.9996651411056519,0.9996651411056519
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0095.wav,bonafide,none,0,4.0,-22.96,0.9998781681060791,0.9998781681060791
${DATA_ROOT}/clips/175522_7Hz37FoUWV3ZFiMU_0095.wav,bonafide,none,1,6.0,-23.51,0.9998595714569092,0.9998688697814941
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0004.wav,bonafide,none,0,4.0,-20.0,0.9997569918632507,0.9997569918632507
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0004.wav,bonafide,none,1,6.0,-22.7,0.9997279047966003,0.9997424483299255
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0004.wav,bonafide,none,2,8.0,-39.9,0.8551775813102722,0.9274600148200989
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0010.wav,bonafide,none,0,4.0,-23.01,0.9998619556427002,0.9998619556427002
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0010.wav,bonafide,none,1,6.0,-24.26,0.9998384714126587,0.9998502135276794
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0010.wav,bonafide,none,2,8.0,-23.23,0.99982088804245,0.9998355507850647
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0014.wav,bonafide,none,0,4.0,-22.97,0.999479353427887,0.999479353427887
